,case_number,date_occurred,time_occurred,location_desc,date_reported,time_reported,type,disposition
296,2023-00046070,05/24/23,12:50,"Comcast Center, Xfinity, Xfinity Center at 8500 Paint Branch Dr",05/24/23,12:54,Injured/Sick Person,CBE
298,2023-00046370,05/18/23,15:00,Lot 11b,05/25/23,13:44,Theft,Investigation Pending
300,2023-00046377,05/25/23,12:30,"Motor Pool, Severn, Severn Building, Terp Trader, Washington Post Building at 5245 Greenbelt Rd",05/25/23,14:26,Damage to State Property,Active/Pending
302,2023-00046534,05/26/23,01:17,Baltimore Ave,05/26/23,01:18,Assist Other Agency / Robbery,CBE
304,2023-00046676,05/26/23,12:33,4200 block of Chapel Ln,05/26/23,12:33,Emergency Petition,CBE
306,2023-00047003,05/26/23,12:00,"Commons 7, SCC 7, South Campus Commons 7 at 6801 Preinkert Dr",05/27/23,13:17,Emergency Petition,CBE
308,2023-00047074,05/27/23,19:05,Baltimore Ave,05/27/23,19:05,Warrant/Summons Service,Arrest
310,2023-00047223,05/28/23,04:11,"84, Kirwan Hall, Mathematics, Mathematics Building, William E. Kirwan Hall, William Kirwan Hall at 4176 Campus Dr",05/28/23,04:11,Fire,CBE
312,2023-00047308,05/15/23,00:00,"Leonardtown #250, Leonardtown Community Center at 7559 Yale Ave",05/28/23,13:07,Vandalism,Active/Pending
314,2023-00047488,05/29/23,00:42,Metzerott Rd,05/29/23,00:42,DWI/DUI,Arrest
316,2023-00047934,05/24/23,12:00,"Capital One Field, Football Stadium, SECU Stadium",05/30/23,10:16,Burglary,Investigation Pending
318,2023-00048009,05/28/23,20:00,University Courtyard #1 at 8100 Boteler Ln,05/30/23,17:20,Death Investigation,CBE
320,2023-00048150,05/17/23,01:50,Baltimore Ave,05/17/23,01:50,Assault,CBE
322,2023-00048288,05/31/23,14:45,"Physical Sciences Complex, PSC at 4296 Stadium Dr",05/31/23,15:29,Suspicious Person/Auto,Active/Pending
324,2023-00048375,05/31/23,21:00,"Alpha Epsilon Phi, Alpha Epsilon Phi Sorority, Frat 11 at 11 Fraternity Row",05/31/23,21:36,Other Incident,CBE
0,2023-00048495,06/01/23,06:36,"Hornbake, Hornbake Library at 4130 Campus Dr",06/01/23,06:36,Death Investigation,Active/Pending
2,2023-00048499,05/31/23,06:00,"Denton Area Dining Hall, Denton Dining Hall at 3951 Denton Service Ln",06/01/23,08:08,Vandalism,Investigation Pending
4,2023-00048578,05/31/23,15:14,"Art Soc, Art Sociology Building, Art-Sociology Building, Parren J. Mitchell Art-Sociology Building at 3834 Campus Dr",06/01/23,12:06,Theft,Active/Pending
6,2023-00048580,05/22/23,06:00,"Denton Area Dining Hall, Denton Dining Hall at 3951 Denton Service Ln",06/01/23,12:30,Vandalism,Investigation Pending
8,2023-00048621,06/01/23,15:31,"MFRI, MFRI Office/Classroom Building at 4500 Campus Dr",06/01/23,15:31,Injured/Sick Person,CBE
10,2023-00048900,06/02/23,09:20,4100 block of Stadium Dr,06/02/23,09:30,Injured/Sick Person,CBE
12,2023-00048913,06/01/23,10:14,"68, Eppley, Eppley Recreation Center, ERC at 4128 Valley Dr",06/02/23,10:14,Vandalism,Investigation Pending
14,2023-00048996,06/02/23,13:10,"Comcast Center, Xfinity, Xfinity Center at 8500 Paint Branch Dr",06/02/23,13:16,Damaged Property,CBE
16,2023-00049278,06/01/23,13:00,Lot 4B,06/03/23,09:16,Damage to State Property,Active/Pending
18,2023-00049292,06/03/23,10:03,Varsity Sports Teamhouse at 4117 Stadium Dr,06/03/23,10:13,Injured/Sick Person,CBE
20,2023-00049741,06/04/23,21:40,Hartwick Rd,06/04/23,21:40,Assault,Arrest
22,2023-00049900,06/05/23,10:48,Mowatt Ln,06/05/23,10:48,Theft,Arrest
24,2023-00049946,06/05/23,15:23,Health Center at 3983 Campus Dr,06/05/23,15:23,Emergency Petition,CBE
26,2023-00050065,06/05/23,23:23,Campus Village at 8145 Baltimore Ave,06/05/23,23:27,Assist Other Agency / Other,CBE
28,2023-00050066,06/05/23,23:00,"Brendan Iribe Center, Iribe Center at 8125 Paint Branch Dr",06/05/23,23:32,Theft,Investigation Pending
30,2023-00050153,05/27/23,07:58,4200 block of Chapel Ln,06/06/23,10:13,Threat Assessment,Active/Pending
32,2023-00050383,06/06/23,14:00,Lot 11b,06/07/23,08:05,Theft,Summons Issued
34,2023-00050427,06/05/23,15:30,"School of Public Policy, Thurgood Marshall Hall at 7805 Regents Dr",06/07/23,12:32,Damage to State Property,Active/Pending
36,2023-00050508,06/07/23,19:50,Lot 11b,06/07/23,19:50,Suspicious Activity,Active/Pending
38,2023-00050696,06/08/23,10:33,"S Campus Surge, Susquehanna, Susquehanna Hall at 4200 Lehigh Rd",06/08/23,14:55,Harassment/Stalking (Title IX Related),CBE
40,2023-00050928,06/09/23,02:34,Admissions Welcome Center at 7777 Baltimore Ave,06/09/23,02:41,Assist Other Agency / Theft,CBE
42,2023-00051026,06/04/23,14:00,"36, Plant Sciences Building at 4291 Fieldhouse Dr",06/09/23,13:21,Theft,Investigation Pending
44,2023-00051159,06/08/23,22:00,Terrapin's Turf at 4410 Knox Rd,06/09/23,21:06,Assist Other Agency / Assault,Active/Pending
46,2023-00051366,06/10/23,00:00,"Commons 4, SCC 4, South Campus Commons 4 at 4310 Knox Rd",06/10/23,11:29,Vandalism,Investigation Pending
48,2023-00051446,06/10/23,17:15,"Comcast Center, Xfinity, Xfinity Center at 8500 Paint Branch Dr",06/10/23,17:15,Injured/Sick Person,CBE
50,2023-00051517,06/10/23,22:00,"11, The Hall at 4656 Hotel Dr",06/10/23,22:11,Suspicious Person/Auto,CBE
52,2023-00051587,06/11/23,02:19,4300 block of Knox Rd,06/11/23,02:20,Assist Other Agency (Title IX Related) / Indecent Exposure,Active/Pending
54,2023-00051609,06/11/23,04:30,7400 block of Hopkins Ave,06/11/23,04:45,Assist Fire Department,Active/Pending
56,2023-00051684,06/10/23,00:00,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",06/11/23,13:28,Dept Property Damage/Loss,Active/Pending
58,2023-00051775,06/11/23,18:16,"Lot 19, Lot U2, MLG, Mowatt Garage, Mowatt Lane Garage, Mowatt Lane Parking Garage, PG5 at 7591 Mowatt Ln",06/11/23,18:16,CDS Violation,Arrest
60,2023-00052026,06/01/23,00:01,Grounds Operations & Maintenance Building at 4205 Landscape Ln,06/12/23,10:10,Damage to State Property,Active/Pending
62,2023-00052030,06/12/23,10:00,7900 block of Regents Dr,06/12/23,10:21,Suspicious Activity,Active/Pending
64,2023-00052083,06/12/23,11:00,7500 block of Baltimore Ave,06/12/23,14:59,Injured Officer,CBE
66,2023-00052291,05/17/23,08:30,Yahentamitsi at 4136 Stadium Dr,06/13/23,04:00,Lost Property,CBE
68,2023-00052345,06/13/23,10:03,7200 block of Baltimore Ave,06/13/23,10:03,Assist Other Agency / Other,CBE
70,2023-00052346,06/13/23,10:05,3400 block of Tulane Dr,06/13/23,10:05,Emergency Petition,CBE
72,2023-00052645,06/14/23,10:20,8600 block of Baltimore Ave,06/14/23,10:22,Assist Other Agency / Shoplifter,CBE
74,2023-00052649,06/14/23,14:45,"DOTS, Lot B, Lot RR, PG2, RDG, Regents Drive Parking Garage, WAM Lab at 8056 Regents Dr",06/14/23,14:45,Theft,Investigation Pending
76,2023-00052666,06/14/23,16:01,Baltimore Ave,06/14/23,15:59,Suspicious Person/Auto,Active/Pending
78,2023-00052794,06/15/23,01:52,Baltimore Ave,06/15/23,01:52,DWI/DUI,Arrest
80,2023-00052853,06/14/23,13:00,Fieldhouse Dr,06/15/23,09:34,Theft,Investigation Pending
82,2023-00052978,06/15/23,07:00,"Commons 4, SCC 4, South Campus Commons 4 at 4310 Knox Rd",06/15/23,22:19,Vandalism,Active/Pending
84,2023-00053244,06/16/23,16:20,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",06/16/23,17:08,Other Incident,Active/Pending
86,2023-00053354,06/17/23,00:43,"Comcast Center, Xfinity, Xfinity Center at 8500 Paint Branch Dr",06/17/23,01:43,Stolen Motor Vehicle,Active/Pending
88,2023-00053585,06/17/23,21:16,University Blvd,06/17/23,21:16,DWI/DUI,Arrest
90,2023-00053631,06/18/23,01:55,"Commons 3, SCC 3, South Campus Commons 3 at 4318 Knox Rd",06/18/23,02:25,Injured/Sick Person,CBE
92,2023-00053634,06/18/23,03:42,Adelphi Rd,06/18/23,03:42,DWI/DUI,Arrest
94,2023-00053996,06/19/23,10:38,"91, Chemistry, Chemistry Building at 8051 Regents Dr",06/19/23,10:38,Trespassing,Active/Pending
96,2023-00054005,06/19/23,13:00,8600 block of Baltimore Ave,06/19/23,13:04,Assist Other Agency / Robbery,CBE
98,2023-00054006,06/19/23,12:00,"Litton, Police Services & Training Facility at 7147 51st Ave",06/19/23,14:36,Dept Property Damage/Loss,CBE
100,2023-00054020,06/19/23,17:00,4300 block of Rowalt Dr,06/19/23,17:00,Sex Offense (Title IX Related),CBE
102,2023-00054101,06/19/23,22:00,"Commons 4, SCC 4, South Campus Commons 4 at 4310 Knox Rd",06/19/23,22:13,Vandalism,Active/Pending
104,2023-00054159,06/20/23,00:38,University Blvd,06/20/23,00:38,DWI/DUI,Arrest
106,2023-00054231,06/20/23,06:40,Baltimore Ave,06/20/23,07:58,Accident,CBE
108,2023-00054248,06/20/23,09:46,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",06/20/23,09:46,Accident - Departmental,CBE
110,2023-00054251,06/20/23,07:30,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",06/20/23,10:51,Damage to State Property,CBE
112,2023-00054287,06/20/23,15:34,Lot J2,06/20/23,15:34,Recovered Stolen Motor Vehicle,Warrant Issued
114,2023-00054294,06/20/23,15:30,Lot 16b,06/20/23,16:39,Stolen Motor Vehicle,Warrant Issued
116,2023-00054467,06/21/23,03:13,University Blvd,06/21/23,03:13,DWI/DUI,Arrest
118,2023-00054513,06/20/23,15:00,"Leonardtown #246, Leonardtown at 7575 Yale Ave",06/21/23,08:18,Theft,Investigation Pending
120,2023-00054558,06/20/23,18:54,"Leonardtown #246, Leonardtown at 7575 Yale Ave",06/21/23,13:18,Theft,Investigation Pending
122,2023-00054649,06/21/23,10:00,"Oakland, Oakland Hall at 3912 Denton Service Ln",06/21/23,19:10,Lost Property,CBE
124,2023-00054686,06/21/23,21:00,4300 block of Rowalt Dr,06/21/23,22:26,Extortion (Title IX Related),Active/Pending
126,2023-00054874,06/13/23,17:00,"Ellicott Area Dining Hall, Ellicott Dining Hall at 4028 Stadium Dr",06/22/23,08:20,Theft from Auto,Investigation Pending
128,2023-00054899,06/21/23,15:30,7800 block of Regents Dr,06/22/23,10:10,Vandalism,CBE
130,2023-00054904,06/22/23,10:00,"Brendan Iribe Center, Iribe Center at 8125 Paint Branch Dr",06/22/23,10:29,Warrant/Summons Service,Arrest
132,2023-00054958,06/21/23,11:00,Graduate Hills #291 at 3413 Tulane Dr,06/22/23,16:16,Extortion,Active/Pending
134,2023-00055101,06/23/23,00:59,4600 block of Knox Rd,06/23/23,00:59,Assist Other Agency / Other,Active/Pending
136,2023-00055154,06/23/23,04:00,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200 Valley Dr",06/23/23,04:18,Suspicious Person/Auto,Active/Pending
138,2023-00055167,06/22/23,13:00,"Laboratory for Physical Sciences, LPS at 8050 Greenmead Dr",06/23/23,08:42,Theft,Warrant Issued
140,2023-00055179,06/23/23,08:08,Trader Joe's at 4429 Calvert Rd,06/23/23,09:39,Vandalism,Active/Pending
142,2023-00055223,06/23/23,11:39,4100 block of Campus Dr,06/23/23,11:39,Suspicious Person/Auto,Active/Pending
144,2023-00055228,05/23/23,06:00,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",06/23/23,13:01,Assist Other Agency / Theft,Active/Pending
146,2023-00055254,06/22/23,08:00,"A James Clark Hall, A. James Clark Hall, A.J. Clark Hall, Clark, Clark Hall at 8278 Paint Branch Dr",06/23/23,14:37,Theft,Investigation Pending
148,2023-00055261,06/23/23,15:43,Knox Rd,06/23/23,15:43,Recovered Stolen Motor Vehicle,Arrest
150,2023-00055298,05/18/23,13:00,"Lot HH, PG1, ULG, Union Lane Garage, Union Lane Parking Garage at 4170 Union Ln",06/23/23,18:35,Other Incident,CBE
152,2023-00055428,06/24/23,07:00,"91, Chemistry, Chemistry Building at 8051 Regents Dr",06/24/23,07:19,Other Incident,CBE
154,2023-00055666,06/25/23,01:30,4600 block of College Ave,06/25/23,01:39,Assist Other Agency / Other,Active/Pending
156,2023-00055667,06/25/23,02:00,"29, Frederick, Frederick Hall at 4402 Lehigh Rd",06/25/23,02:14,Other Incident,Active/Pending
158,2023-00055678,06/25/23,03:54,"Chesapeake, Chesapeake Building at 4300 Terrapin Trl",06/25/23,03:54,Check on the Welfare,CBE
160,2023-00056005,06/26/23,04:56,"84, Kirwan Hall, Mathematics, Mathematics Building, William E. Kirwan Hall, William Kirwan Hall at 4176 Campus Dr",06/26/23,04:56,Trespassing,Arrest
162,2023-00056209,06/26/23,20:00,4300 block of Hartwick Rd,06/26/23,20:14,Assist Other Agency / Other,CBE
164,2023-00056245,06/19/23,13:00,8600 block of Baltimore Ave,06/19/23,13:05,Assault,Active/Pending
166,2023-00056250,06/26/23,23:07,"A.V. Williams Building, AV Williams at 8223 Paint Branch Dr",06/26/23,23:07,Damage to State Property,Active/Pending
168,2023-00056310,06/27/23,01:42,University Blvd,06/27/23,01:42,DWI/DUI,Arrest
170,2023-00056384,06/27/23,09:55,"91, Chemistry, Chemistry Building at 8051 Regents Dr",06/27/23,09:57,Trespassing,Arrest
172,2023-00056390,06/27/23,11:40,7500 block of Yale Ave,06/27/23,11:59,Other Incident,CBE
174,2023-00056573,06/27/23,23:58,Baltimore Ave,06/27/23,23:58,DWI/DUI,Arrest
176,2023-00056581,06/28/23,00:10,"Brendan Iribe Center, Iribe Center at 8125 Paint Branch Dr",06/28/23,00:10,Suspicious Person/Auto,CBE
178,2023-00056590,06/28/23,01:20,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200 Valley Dr",06/28/23,01:20,Suspicious Person/Auto,CBE
180,2023-00056783,06/28/23,17:15,"91, Chemistry, Chemistry Building at 8051 Regents Dr",06/28/23,18:08,Fire,Active/Pending
182,2023-00056817,06/28/23,22:27,"Commons 5, SCC 5, South Campus Commons 5 at 6903 Preinkert Dr",06/28/23,22:28,Theft,Arrest
184,2023-00056843,06/28/23,11:48,Admissions Welcome Center at 7777 Baltimore Ave,06/29/23,00:09,Assault,Unfounded
186,2023-00056848,06/29/23,00:00,"39, Van Munching, Van Munching Hall at 7699 Mowatt Ln",06/29/23,00:40,Suspicious Activity,CBE
188,2023-00056854,06/25/23,19:00,"Commons 2, SCC 2, South Campus Commons 2 at 7524 Calvert Service Ln",06/29/23,01:19,Theft,Active/Pending
190,2023-00056880,06/29/23,06:02,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200 Valley Dr",06/29/23,06:02,Trespassing,Arrest
192,2023-00056884,06/29/23,07:03,"Dairy, Stamp, Stamp Student Union, Student Union, Union at 3972 Campus Dr",06/29/23,07:04,Injured/Sick Person,CBE
194,2023-00056992,05/29/23,09:30,"DOTS, Lot B, Lot RR, PG2, RDG, Regents Drive Parking Garage, WAM Lab at 8056 Regents Dr",06/29/23,16:49,Theft,Summons Issued
196,2023-00057236,06/29/23,20:00,"Denton, Denton Hall at 3854 Stadium Dr",06/30/23,08:38,Theft,Investigation Pending
198,2023-00057277,06/30/23,11:00,"Commons 3, SCC 3, South Campus Commons 3 at 4318 Knox Rd",06/30/23,11:00,Recovered Stolen Property,CBE
200,2023-00057300,06/30/23,13:10,4800 block of Berwyn House Rd,06/30/23,13:21,Assist Other Agency (Title IX Related) / Title IX Incident Non Criminal,CBE
0,2023-00057472,07/01/23,00:50,4800 block of Delaware St,07/01/23,01:03,Assist Other Agency / Carjacking,Active/Pending
2,2023-00057640,07/01/23,16:57,"Lot 19, Lot U2, MLG, Mowatt Garage, Mowatt Lane Garage, Mowatt Lane Parking Garage, PG5 at 7591 Mowatt Ln",07/01/23,16:57,Recovered Stolen Motor Vehicle,Arrest
4,2023-00057648,07/01/23,18:55,Paint Branch Dr,07/01/23,18:55,Assault,Arrest
6,2023-00057666,07/01/23,22:33,"PGUC, UMGC Parking Garage at 347 Ehrensberger Dr",07/01/23,22:54,Robbery,Active/Pending
8,2023-00057673,07/01/23,23:42,3400 block of Tulane Dr,07/01/23,23:42,Fraud,Arrest
10,2023-00057826,07/02/23,15:20,3900 block of Denton Service Ln,07/02/23,15:20,Injured/Sick Person,CBE
12,2023-00057931,07/02/23,23:13,Campus Dr,07/02/23,23:13,Stolen Motor Vehicle,CBE
14,2023-00057985,07/03/23,02:14,Baltimore Ave,07/03/23,02:14,DWI/DUI,Arrest
16,2023-00058042,07/03/23,05:30,"Leonardtown #250, Leonardtown Community Center at 7559 Yale Ave",07/03/23,05:50,Trespassing,Arrest
18,2023-00058770,06/20/23,09:45,"Graham Cracker, Lot 15",07/05/23,11:02,Damage to State Property,Active/Pending
20,2023-00059100,07/05/23,12:40,"Clarice Smith Performing Arts Center, CSPAC at 8270 Alumni Dr",07/06/23,09:12,Other Incident,CBE
22,2023-00059112,06/30/23,06:00,"Riggs, Riggs Alumni, Riggs Alumni Center at 7801 Alumni Dr",07/06/23,09:52,Lost Property,CBE
24,2023-00059130,07/06/23,11:33,Baltimore Ave,07/06/23,11:33,Damage to State Property,CBE
26,2023-00059661,07/08/23,01:39,Melbourne Pl,07/08/23,01:39,DWI/DUI,Arrest
28,2023-00059670,07/08/23,03:06,4100 block of Stadium Dr,07/08/23,03:06,Injured/Sick Person,CBE
30,2023-00059672,07/08/23,03:36,Baltimore Ave,07/08/23,03:36,DWI/DUI,Arrest
32,2023-00059675,07/08/23,04:46,Baltimore Ave,07/08/23,04:46,DWI/DUI,Arrest
34,2023-00059869,07/08/23,22:00,"16, Baltimore, Baltimore Hall at 7497 Calvert Service Ln",07/08/23,23:02,Other Incident,Investigation Pending
36,2023-00059906,07/09/23,02:37,"4, Ritchie Coliseum at 7675 Baltimore Ave",07/09/23,02:37,Injured/Sick Person,CBE
38,2023-00059916,07/09/23,02:00,"Denton, Denton Hall at 3854 Stadium Dr",07/09/23,03:07,Injured/Sick Person,CBE
40,2023-00060034,07/09/23,14:50,"Commons 1, SCC 1, South Campus Commons 1 at 4250 Lehigh Rd",07/09/23,14:59,Injured/Sick Person,CBE
42,2023-00060272,07/10/23,07:25,"68, Eppley, Eppley Recreation Center, ERC at 4128 Valley Dr",07/10/23,07:25,Warrant/Summons Service,Arrest
44,2023-00060294,04/18/23,09:00,3400 block of Tulane Dr,07/10/23,09:20,Death Investigation,Active/Pending
46,2023-00060295,06/30/23,15:00,"4, Ritchie Coliseum at 7675 Baltimore Ave",07/10/23,09:42,Theft,Unfounded
48,2023-00060334,07/10/23,15:01,Health Center at 3983 Campus Dr,07/10/23,15:01,Damage to State Property,CBE
50,2023-00060539,07/11/23,07:00,Johnson-Whittle Hall at 4118 Stadium Dr,07/11/23,07:15,Injured/Sick Person,CBE
52,2023-00060660,07/11/23,15:30,Lot 9b,07/11/23,16:07,Suspicious Activity,CBE
54,2023-00061383,07/13/23,17:00,4200 block of Lehigh Rd,07/13/23,22:18,Suspicious Activity,CBE
56,2023-00061619,07/14/23,00:00,"Elkins, Elkins Building, Systems Office, UM Systems Office at 3300 Metzerott Rd",07/14/23,09:57,Suspicious Activity,CBE
58,2023-00061652,07/14/23,13:00,Southbound 95 / 198,07/14/23,13:48,Damage to State Property,Active/Pending
60,2023-00061878,07/15/23,02:08,"Cornerstone, Cornerstone Grill at 7325 Baltimore Ave",07/15/23,02:08,Assist Other Agency / Other,CBE
62,2023-00061892,07/15/23,03:27,Branchville Rd,07/15/23,03:27,DWI/DUI,Arrest
64,2023-00062116,07/15/23,22:04,"Dairy, Stamp, Stamp Student Union, Student Union, Union at 3972 Campus Dr",07/15/23,22:04,Injured/Sick Person,CBE
66,2023-00062215,07/16/23,02:55,University Blvd,07/16/23,02:55,DWI/DUI,Arrest
68,2023-00062309,07/16/23,13:25,3800 block of Golf Course Rd,07/16/23,13:25,Injured/Sick Person,CBE
70,2023-00062320,07/16/23,14:59,La Plata Hall at 8160 La Plata Dr,07/16/23,14:59,Vandalism,CBE
72,2023-00062402,07/16/23,01:00,UMGC Hotel at 348 Ehrensberger Dr,07/16/23,20:17,Other Incident,Investigation Pending
74,2023-00062565,07/17/23,07:00,"46, Marie Mount, Marie Mount Hall at 7814 Regents Dr",07/17/23,08:24,Other Incident,CBE
76,2023-00062818,07/17/23,21:48,Paint Branch Building at 4505 Campus Dr,07/17/23,21:57,Other Incident,Investigation Pending
78,2023-00062971,07/17/23,16:00,7600 block of Library Ln,07/18/23,10:58,Title IX Incident Non Criminal,CBE
80,2023-00062985,07/17/23,15:00,7300 block of Preinkert Dr,07/18/23,12:09,Theft,Unfounded
82,2023-00063403,07/19/23,17:45,Campus Dr,07/19/23,18:45,Recovered Stolen Motor Vehicle,Arrest
84,2023-00063422,07/19/23,21:30,"11, The Hall at 4656 Hotel Dr",07/19/23,21:30,Injured/Sick Person,CBE
86,2023-00063440,07/19/23,23:14,UMGC Inn & Conference Center at 345 Ehrensberger Dr,07/19/23,23:14,Recovered Stolen Motor Vehicle,CBE
88,2023-00063545,07/20/23,08:40,Health Center at 3983 Campus Dr,07/20/23,08:40,Injured/Sick Person,CBE
90,2023-00063592,07/19/23,23:00,"Denton Area Dining Hall, Denton Dining Hall at 3951 Denton Service Ln",07/20/23,11:58,Injured/Sick Person,CBE
92,2023-00063593,07/20/23,12:05,Health Center at 3983 Campus Dr,07/20/23,12:05,Emergency Petition,CBE
94,2023-00063596,07/16/23,19:00,8100 block of Boteler Ln,07/20/23,12:26,Theft,CBE
96,2023-00063699,07/20/23,21:05,Chapel Field,07/20/23,21:09,Robbery,Active/Pending
98,2023-00063877,07/21/23,10:30,"Commons 5, SCC 5, South Campus Commons 5 at 6903 Preinkert Dr",07/21/23,10:34,Other Incident,CBE
100,2023-00063879,07/21/23,07:00,265 at 4311 Rowalt Dr,07/21/23,11:24,Animal Complaint,CBE
102,2023-00063884,07/21/23,12:51,Admissions Welcome Center at 7777 Baltimore Ave,07/21/23,12:51,Assist Other Agency / Other,CBE
104,2023-00063990,07/21/23,18:35,Hotel Dr,07/21/23,18:42,Pedestrian Struck,CBE
106,2023-00064079,07/22/23,02:39,University Blvd,07/22/23,02:39,DWI/DUI,Arrest
108,2023-00064169,07/20/23,12:00,8600 block of Boteler Ln,07/22/23,11:14,Theft,Investigation Pending
110,2023-00064187,02/28/23,15:00,3900 block of Campus Dr,07/22/23,13:38,Theft,Investigation Pending
112,2023-00064289,07/21/23,09:10,"64, Dorchester, Dorchester Hall at 3947 Campus Dr",07/22/23,19:42,Burglary,Investigation Pending
114,2023-00064290,07/22/23,20:00,"Clarion Inn, Lidl at 8601 Baltimore Ave",07/22/23,20:00,Theft,Arrest
116,2023-00064291,07/20/23,15:00,University Courtyard #6 at 8600 Boteler Ln,07/22/23,20:13,Theft,Investigation Pending
118,2023-00064414,07/23/23,02:01,Metzerott Rd,07/23/23,02:01,DWI/DUI,Arrest
120,2023-00064894,07/24/23,10:25,7500 block of Mowatt Ln,07/24/23,10:30,Hazardous Condition,CBE
122,2023-00064935,07/24/23,13:28,Baltimore Ave,07/24/23,13:28,CDS Violation,Arrest
124,2023-00065027,07/24/23,18:55,Baltimore Ave,07/24/23,18:55,DWI/DUI,Arrest
126,2023-00065033,07/24/23,07:00,"Nyumburu, Nyumburu Cultural Center at 4018 Campus Dr",07/24/23,20:33,Assault,CBE
128,2023-00065221,07/24/23,22:40,University Courtyard #4 at 8400 Boteler Ln,07/25/23,09:50,Stolen Motor Vehicle,Active/Pending
130,2023-00065253,07/23/23,22:30,4300 block of Rowalt Dr,07/25/23,13:06,Extortion,CBE
132,2023-00065271,07/25/23,05:40,Admissions Welcome Center at 7777 Baltimore Ave,07/25/23,16:14,Vandalism,Warrant Issued
134,2023-00065281,07/25/23,16:00,4300 block of Chapel Ln,07/25/23,17:34,Other Incident,CBE
136,2023-00065538,07/26/23,06:20,"Motor Pool, Severn, Severn Building, Terp Trader, Washington Post Building at 5245 Greenbelt Rd",07/26/23,08:36,Vandalism,Investigation Pending
138,2023-00065552,07/26/23,09:43,"E. A. Fernandez Idea Factory, Idea Factory at 4462 Stadium Dr",07/26/23,09:46,Injured/Sick Person,CBE
140,2023-00065627,07/26/23,16:30,"79, Turner Hall, Visitor Center at 7736 Baltimore Ave",07/26/23,16:45,Injured/Sick Person,CBE
142,2023-00065700,07/26/23,15:30,Lot R4,07/26/23,20:46,Theft from Auto,Investigation Pending
144,2023-00065925,07/27/23,07:30,"Pyon Chen, Pyon-Chen Hall at 8097 La Plata Dr",07/27/23,16:17,Theft,CBE
146,2023-00065961,07/23/23,17:00,4600 block of College Ave,07/27/23,19:04,Suspicious Activity,CBE
148,2023-00066236,07/27/23,17:30,"Art Soc, Art Sociology Building, Art-Sociology Building, Parren J. Mitchell Art-Sociology Building at 3834 Campus Dr",07/28/23,12:38,Theft,Investigation Pending
150,2023-00066282,07/28/23,12:50,"Lot 19, Lot U2, MLG, Mowatt Garage, Mowatt Lane Garage, Mowatt Lane Parking Garage, PG5 at 7591 Mowatt Ln",07/28/23,15:51,Stolen Motor Vehicle,Arrest
152,2023-00066472,07/29/23,00:10,University Blvd,07/29/23,00:10,DWI/DUI,Arrest
154,2023-00066474,07/29/23,00:13,CP AMF Bowling Alley at 9021 Baltimore Ave,07/29/23,00:13,DWI/DUI,Arrest
156,2023-00066672,07/27/23,20:00,"Lot 19, Lot U2, MLG, Mowatt Garage, Mowatt Lane Garage, Mowatt Lane Parking Garage, PG5 at 7591 Mowatt Ln",07/29/23,18:38,Vehicle Tampering,Warrant Issued
158,2023-00067143,07/31/23,08:23,"68, Eppley, Eppley Recreation Center, ERC at 4128 Valley Dr",07/31/23,08:23,Other Incident,CBE
160,2023-00067153,07/28/23,16:30,7600 block of Regents Dr,07/31/23,08:47,Damage to State Property,Unfounded
162,2023-00067263,07/27/23,16:00,"62, St Marys Hall, St. Mary, St. Mary's, St. Mary's Hall at 3949 Campus Dr",07/31/23,12:13,Theft,Investigation Pending
164,2023-00067280,07/28/23,09:00,4100 block of Campus Dr,07/31/23,12:52,Other Incident,CBE
0,2023-00067624,07/25/23,10:30,"Computer Science Instructional Center, CSIC at 8169 Paint Branch Dr",08/01/23,10:33,Theft,Investigation Pending
2,2023-00067980,08/02/23,07:00,"Commons 7, SCC 7, South Campus Commons 7 at 6801 Preinkert Dr",08/02/23,10:30,Injured/Sick Person,CBE
4,2023-00068001,12/21/22,14:00,4200 block of Valley Dr,08/02/23,13:24,Suspicious Activity,Investigation Pending
6,2023-00068209,08/03/23,03:50,"Lot 19, Lot U2, MLG, Mowatt Garage, Mowatt Lane Garage, Mowatt Lane Parking Garage, PG5 at 7591 Mowatt Ln",08/03/23,04:47,Theft,Active/Pending
8,2023-00068323,08/03/23,11:15,Hartwick Rd,08/03/23,11:22,Assist Other Agency / Other,CBE
10,2023-00068340,08/02/23,13:00,"Elkton, Elkton Hall at 3981 Denton Service Ln",08/03/23,14:07,Peeping Tom (Title IX Related),CBE
12,2023-00068464,08/03/23,16:00,Varsity Sports Teamhouse at 4117 Stadium Dr,08/03/23,21:33,Theft,Investigation Pending
14,2023-00068685,08/04/23,07:03,"Hornbake, Hornbake Library at 4130 Campus Dr",08/04/23,08:32,Other Incident,CBE
